[2020-07-05 16:46:25.571] s0	S1	S2	time	d	p	DIR	Angle	Kp	Kd	Speed
[2020-07-05 16:46:48.747]  167	 948	 179	  784781	-3.60	20.00	0	 16	0.60	0.10	160
[2020-07-05 16:46:48.773]  168	 900	 178	  784801	-3.00	 3.00	1	  0	0.60	0.10	160
[2020-07-05 16:46:48.819]  169	 780	 175	  784821	-1.80	 6.00	0	  4	0.60	0.10	160
[2020-07-05 16:46:48.823]  173	 696	 182	  784851	-3.00	-4.00	2	  7	0.60	0.10	160
[2020-07-05 16:46:48.831]  166	 660	 188	  784871	-6.60	-18.00	2	 24	0.60	0.10	160
[2020-07-05 16:46:48.858]  160	 600	 197	  784891	-11.40	-24.00	2	 35	0.60	0.10	160
[2020-07-05 16:46:48.881]  168	 555	 210	  784921	-12.60	-4.00	2	 16	0.60	0.10	160
[2020-07-05 16:46:48.909]  170	 513	 237	  784941	-20.40	-39.00	2	 59	0.60	0.10	160
[2020-07-05 16:46:48.931]  173	 483	 300	  784961	-38.40	-90.00	2	100	0.60	0.10	160
[2020-07-05 16:46:48.965]  177	 443	 300	  784991	-37.20	 4.00	2	 33	0.60	0.10	160
[2020-07-05 16:46:48.988]  187	 417	 300	  785011	-34.20	15.00	2	 19	0.60	0.10	160
[2020-07-05 16:46:49.065]  201	 393	 300	  785031	-30.00	21.00	2	  9	0.60	0.10	160
[2020-07-05 16:46:49.081]  212	 357	 300	  785061	-26.40	12.00	2	 14	0.60	0.10	160
[2020-07-05 16:46:49.086]  218	 338	 300	  785081	-24.60	 9.00	2	 15	0.60	0.10	160
[2020-07-05 16:46:49.094]  235	 328	 300	  785101	-19.80	24.00	0	  4	0.60	0.10	160
[2020-07-05 16:46:49.098]  238	 311	 300	  785131	-18.60	 4.00	2	 14	0.60	0.10	160
[2020-07-05 16:46:49.118]  225	 287	 300	  785151	-22.80	-21.00	2	 43	0.60	0.10	160
[2020-07-05 16:46:49.148]  212	 269	 300	  785171	-26.40	-18.00	2	 44	0.60	0.10	160
[2020-07-05 16:46:49.168]  203	 254	 300	  785201	-29.40	-10.00	2	 39	0.60	0.10	160
[2020-07-05 16:46:49.187]  192	 234	 300	  785221	-32.40	-15.00	2	 47	0.60	0.10	160
[2020-07-05 16:46:49.209]  177	 218	 300	  785241	-37.20	-24.00	2	 61	0.60	0.10	160
[2020-07-05 16:46:49.240]  160	 204	 300	  785271	-42.00	-16.00	2	 57	0.60	0.10	160
[2020-07-05 16:46:49.263]  145	 192	 300	  785291	-46.80	-24.00	2	 70	0.60	0.10	160
[2020-07-05 16:46:49.289]  130	 177	 300	  785321	-51.00	-14.00	2	 65	0.60	0.10	160
[2020-07-05 16:46:49.308]  111	 168	 300	  785341	-57.00	-30.00	2	 87	0.60	0.10	160
[2020-07-05 16:46:49.338]   85	 155	 300	  785371	-64.80	-26.00	2	 90	0.60	0.10	160
[2020-07-05 16:46:49.358]   72	 151	 300	  785391	-68.40	-18.00	2	 86	0.60	0.10	160
[2020-07-05 16:46:49.415]   70	 141	 300	  785411	-69.00	-3.00	2	 71	0.60	0.10	160
[2020-07-05 16:46:49.458]   70	 120	 300	  785441	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:49.467]   70	 123	 300	  785461	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:49.532]   70	 121	 300	  785481	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:49.565]   70	 115	 300	  785511	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:49.579]   70	 121	 300	  785531	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:49.590]   70	 118	 300	  785551	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:49.600]   70	 120	 300	  785581	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:49.612]   70	 120	 300	  785601	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:49.618]   70	 133	 300	  785621	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:49.630]   70	 160	 300	  785651	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:49.641]   70	 166	 300	  785671	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:49.658]   70	 189	 300	  785691	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:49.692]   70	 207	 300	  785721	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:49.708]   70	 233	 300	  785741	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:49.760]   70	 261	 300	  785761	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:49.838]   70	 284	 300	  785791	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:49.854]   71	 293	 300	  785811	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:49.862]   76	 349	 300	  785831	-67.20	 9.00	2	 58	0.60	0.10	160
[2020-07-05 16:46:49.868]  105	 405	 288	  785861	-55.20	40.00	2	 15	0.60	0.10	160
[2020-07-05 16:46:49.874]  110	 450	 279	  785881	-51.00	21.00	2	 30	0.60	0.10	160
[2020-07-05 16:46:49.883]  126	 479	 269	  785901	-43.20	39.00	2	  4	0.60	0.10	160
[2020-07-05 16:46:49.898]  141	 480	 252	  785931	-33.60	32.00	2	  1	0.60	0.10	160
[2020-07-05 16:46:49.917]  158	 453	 245	  785951	-26.40	36.00	0	  9	0.60	0.10	160
[2020-07-05 16:46:49.940]  171	 368	 234	  785971	-19.20	36.00	0	 16	0.60	0.10	160
[2020-07-05 16:46:49.967]  180	 287	 229	  786001	-15.00	14.00	2	  1	0.60	0.10	160
[2020-07-05 16:46:49.999]  180	 246	 213	  786021	-10.20	24.00	0	 13	0.60	0.10	160
[2020-07-05 16:46:50.017]  182	 261	 192	  786051	-3.00	24.00	0	 21	0.60	0.10	160
[2020-07-05 16:46:50.038]  184	 262	 183	  786071	 0.00	15.00	0	 15	0.60	0.10	160
[2020-07-05 16:46:50.058]  181	 274	 178	  786091	 0.60	 3.00	0	  3	0.60	0.10	160
[2020-07-05 16:46:50.088]  177	 304	 174	  786121	 0.60	 0.00	1	  0	0.60	0.10	160
[2020-07-05 16:46:50.125]  176	 332	 176	  786141	 0.00	-3.00	2	  3	0.60	0.10	160
[2020-07-05 16:46:50.162]  174	 383	 177	  786161	-1.20	-6.00	2	  7	0.60	0.10	160
[2020-07-05 16:46:50.168]  167	 391	 175	  786181	-2.40	-6.00	2	  8	0.60	0.10	160
[2020-07-05 16:46:50.179]  163	 414	 182	  786211	-6.00	-12.00	2	 18	0.60	0.10	160
[2020-07-05 16:46:50.200]  157	 418	 182	  786231	-7.80	-9.00	2	 16	0.60	0.10	160
[2020-07-05 16:46:50.237]  160	 424	 184	  786261	-7.20	 2.00	2	  5	0.60	0.10	160
[2020-07-05 16:46:50.271]  155	 420	 190	  786281	-10.80	-18.00	2	 28	0.60	0.10	160
[2020-07-05 16:46:50.283]  161	 412	 192	  786301	-9.60	 6.00	2	  3	0.60	0.10	160
[2020-07-05 16:46:50.307]  163	 406	 198	  786331	-10.80	-4.00	2	 14	0.60	0.10	160
[2020-07-05 16:46:50.328]  157	 406	 204	  786351	-14.40	-18.00	2	 32	0.60	0.10	160
[2020-07-05 16:46:50.358]  156	 401	 210	  786371	-16.20	-9.00	2	 25	0.60	0.10	160
[2020-07-05 16:46:50.384]  146	 382	 220	  786401	-22.20	-20.00	2	 42	0.60	0.10	160
[2020-07-05 16:46:50.416]  139	 371	 226	  786421	-26.40	-21.00	2	 47	0.60	0.10	160
[2020-07-05 16:46:50.433]  139	 359	 232	  786441	-28.20	-9.00	2	 37	0.60	0.10	160
[2020-07-05 16:46:50.446]  134	 358	 233	  786471	-30.00	-6.00	2	 36	0.60	0.10	160
[2020-07-05 16:46:50.458]  128	 362	 230	  786491	-30.60	-3.00	2	 33	0.60	0.10	160
[2020-07-05 16:46:50.524]  125	 363	 234	  786511	-33.00	-12.00	2	 45	0.60	0.10	160
[2020-07-05 16:46:50.530]  130	 379	 229	  786541	-30.00	10.00	2	 20	0.60	0.10	160
[2020-07-05 16:46:50.541]  129	 406	 221	  786561	-27.60	12.00	2	 15	0.60	0.10	160
[2020-07-05 16:46:50.549]  136	 434	 216	  786581	-24.00	18.00	2	  5	0.60	0.10	160
[2020-07-05 16:46:50.581]  138	 444	 208	  786611	-21.00	10.00	2	 11	0.60	0.10	160
[2020-07-05 16:46:50.599]  146	 452	 204	  786631	-17.40	18.00	1	  0	0.60	0.10	160
[2020-07-05 16:46:50.618]  148	 487	 195	  786651	-14.40	15.00	1	  0	0.60	0.10	160
[2020-07-05 16:46:50.652]  156	 502	 194	  786681	-11.40	10.00	2	  1	0.60	0.10	160
[2020-07-05 16:46:50.681]  159	 505	 194	  786701	-10.80	 3.00	2	  7	0.60	0.10	160
[2020-07-05 16:46:50.690]  166	 510	 195	  786721	-9.00	 9.00	1	  0	0.60	0.10	160
[2020-07-05 16:46:50.738]  167	 505	 196	  786751	-9.00	 0.00	2	  9	0.60	0.10	160
[2020-07-05 16:46:50.745]  167	 467	 206	  786771	-12.00	-15.00	2	 27	0.60	0.10	160
[2020-07-05 16:46:50.762]  165	 431	 221	  786791	-16.80	-24.00	2	 40	0.60	0.10	160
[2020-07-05 16:46:50.783]  172	 410	 283	  786821	-33.60	-56.00	2	 89	0.60	0.10	160
[2020-07-05 16:46:50.808]  181	 388	 300	  786841	-36.00	-12.00	2	 47	0.60	0.10	160
[2020-07-05 16:46:50.843]  187	 363	 300	  786862	-34.20	 8.57	2	 25	0.60	0.10	160
[2020-07-05 16:46:50.898]  192	 350	 300	  786891	-32.40	 6.21	2	 26	0.60	0.10	160
[2020-07-05 16:46:50.906]  206	 336	 300	  786911	-28.20	21.00	2	  7	0.60	0.10	160
[2020-07-05 16:46:50.912]  215	 322	 300	  786941	-25.80	 8.00	2	 17	0.60	0.10	160
[2020-07-05 16:46:50.928]  221	 311	 300	  786961	-24.00	 9.00	2	 14	0.60	0.10	160
[2020-07-05 16:46:50.948]  221	 304	 300	  786981	-24.00	 0.00	2	 24	0.60	0.10	160
[2020-07-05 16:46:50.978]  218	 286	 300	  787011	-24.60	-2.00	2	 26	0.60	0.10	160
[2020-07-05 16:46:50.998]  212	 272	 300	  787031	-26.40	-9.00	2	 35	0.60	0.10	160
[2020-07-05 16:46:51.019]  201	 253	 300	  787051	-30.00	-18.00	2	 48	0.60	0.10	160
[2020-07-05 16:46:51.048]  190	 235	 300	  787081	-33.00	-10.00	2	 42	0.60	0.10	160
[2020-07-05 16:46:51.078]  174	 218	 300	  787101	-37.80	-24.00	2	 61	0.60	0.10	160
[2020-07-05 16:46:51.098]  160	 197	 300	  787121	-42.00	-21.00	2	 62	0.60	0.10	160
[2020-07-05 16:46:51.118]  136	 186	 300	  787151	-49.20	-24.00	2	 73	0.60	0.10	160
[2020-07-05 16:46:51.138]  117	 174	 300	  787171	-55.20	-30.00	2	 85	0.60	0.10	160
[2020-07-05 16:46:51.158]  100	 166	 300	  787191	-60.00	-24.00	2	 84	0.60	0.10	160
[2020-07-05 16:46:51.188]   76	 159	 300	  787221	-67.20	-24.00	2	 91	0.60	0.10	160
[2020-07-05 16:46:51.220]   77	 157	 300	  787241	-67.20	 0.00	2	 67	0.60	0.10	160
[2020-07-05 16:46:51.268]   70	 160	 300	  787262	-69.00	-8.57	2	 77	0.60	0.10	160
[2020-07-05 16:46:51.282]   70	 169	 300	  787291	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:51.295]   70	 173	 300	  787311	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:51.312]   70	 192	 300	  787341	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:51.342]   70	 195	 300	  787361	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:51.377]   70	 198	 300	  787381	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:51.382]   70	 215	 300	  787411	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:51.403]   70	 225	 300	  787431	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:51.430]   74	 234	 300	  787451	-67.80	 6.00	2	 61	0.60	0.10	160
[2020-07-05 16:46:51.462]   78	 248	 300	  787481	-66.60	 4.00	2	 62	0.60	0.10	160
[2020-07-05 16:46:51.470]   82	 268	 300	  787501	-65.40	 6.00	2	 59	0.60	0.10	160
[2020-07-05 16:46:51.495]   82	 289	 300	  787521	-65.40	 0.00	2	 65	0.60	0.10	160
[2020-07-05 16:46:51.514]   93	 293	 300	  787551	-62.40	10.00	2	 52	0.60	0.10	160
[2020-07-05 16:46:51.528]   97	 295	 300	  787571	-61.20	 6.00	2	 55	0.60	0.10	160
[2020-07-05 16:46:51.557]  106	 319	 270	  787591	-49.20	60.00	0	 10	0.60	0.10	160
[2020-07-05 16:46:51.589]  116	 344	 288	  787621	-51.60	-8.00	2	 59	0.60	0.10	160
[2020-07-05 16:46:51.628]  121	 351	 299	  787641	-53.40	-9.00	2	 62	0.60	0.10	160
[2020-07-05 16:46:51.635]  135	 361	 298	  787661	-49.20	21.00	2	 28	0.60	0.10	160
[2020-07-05 16:46:51.669]  138	 370	 287	  787692	-45.00	13.55	2	 31	0.60	0.10	160
[2020-07-05 16:46:51.690]  144	 365	 283	  787712	-42.00	15.00	2	 27	0.60	0.10	160
[2020-07-05 16:46:51.712]  147	 370	 280	  787732	-40.20	 9.00	2	 31	0.60	0.10	160
[2020-07-05 16:46:51.732]  155	 387	 275	  787762	-36.00	14.00	2	 21	0.60	0.10	160
[2020-07-05 16:46:51.749]  151	 400	 271	  787782	-36.00	 0.00	2	 36	0.60	0.10	160
[2020-07-05 16:46:51.769]  149	 401	 260	  787802	-33.60	12.00	2	 21	0.60	0.10	160
[2020-07-05 16:46:51.800]  139	 408	 252	  787832	-34.20	-2.00	2	 36	0.60	0.10	160
[2020-07-05 16:46:51.820]  160	 417	 243	  787852	-25.20	45.00	0	 19	0.60	0.10	160
[2020-07-05 16:46:51.841]  166	 426	 233	  787872	-20.40	24.00	0	  3	0.60	0.10	160
[2020-07-05 16:46:51.871]  174	 436	 225	  787902	-15.60	16.00	1	  0	0.60	0.10	160
[2020-07-05 16:46:51.889]  174	 462	 212	  787922	-11.40	21.00	0	  9	0.60	0.10	160
[2020-07-05 16:46:51.912]  186	 487	 204	  787942	-5.40	30.00	0	 24	0.60	0.10	160
[2020-07-05 16:46:51.988]  190	 511	 197	  787972	-2.40	10.00	0	  7	0.60	0.10	160
[2020-07-05 16:46:52.015]  186	 503	 195	  787992	-3.00	-3.00	2	  5	0.60	0.10	160
[2020-07-05 16:46:52.028]  180	 492	 196	  788013	-4.80	-8.57	2	 13	0.60	0.10	160
[2020-07-05 16:46:52.035]  185	 473	 202	  788042	-5.40	-2.07	2	  7	0.60	0.10	160
[2020-07-05 16:46:52.038]  178	 465	 204	  788063	-7.80	-11.43	2	 19	0.60	0.10	160
[2020-07-05 16:46:52.052]  169	 445	 203	  788083	-10.20	-12.00	2	 22	0.60	0.10	160
[2020-07-05 16:46:52.079]  161	 432	 218	  788113	-17.40	-24.00	2	 41	0.60	0.10	160
[2020-07-05 16:46:52.137]  150	 416	 230	  788133	-24.00	-33.00	2	 56	0.60	0.10	160
[2020-07-05 16:46:52.145]  143	 405	 250	  788163	-32.40	-28.00	2	 60	0.60	0.10	160
[2020-07-05 16:46:52.150]  136	 397	 256	  788183	-36.00	-18.00	2	 53	0.60	0.10	160
[2020-07-05 16:46:52.170]  132	 389	 250	  788203	-35.40	 3.00	2	 32	0.60	0.10	160
[2020-07-05 16:46:52.201]  127	 381	 250	  788224	-37.20	-8.57	2	 45	0.60	0.10	160
[2020-07-05 16:46:52.222]  120	 382	 246	  788254	-37.80	-2.00	2	 39	0.60	0.10	160
[2020-07-05 16:46:52.242]  120	 390	 242	  788275	-36.60	 5.71	2	 30	0.60	0.10	160
[2020-07-05 16:46:52.262]  122	 401	 232	  788295	-33.00	18.00	2	 14	0.60	0.10	160
[2020-07-05 16:46:52.292]  123	 482	 223	  788325	-30.00	10.00	2	 20	0.60	0.10	160
[2020-07-05 16:46:52.356]  126	 599	 211	  788345	-25.80	21.00	2	  4	0.60	0.10	160
[2020-07-05 16:46:52.399]  133	 842	 204	  788365	-21.60	21.00	1	  0	0.60	0.10	160
[2020-07-05 16:46:52.403]  141	1005	 202	  788395	-18.60	10.00	2	  8	0.60	0.10	160
[2020-07-05 16:46:52.411]  151	 981	 189	  788415	-11.40	36.00	0	 24	0.60	0.10	160
[2020-07-05 16:46:52.414]  161	 996	 184	  788435	-7.20	21.00	0	 13	0.60	0.10	160
[2020-07-05 16:46:52.436]  169	 951	 173	  788466	-1.20	19.35	0	 18	0.60	0.10	160
[2020-07-05 16:46:52.463]  170	 904	 173	  788486	-1.20	 0.00	2	  1	0.60	0.10	160
[2020-07-05 16:46:52.500]  176	 851	 178	  788516	-0.60	 2.00	0	  1	0.60	0.10	160
[2020-07-05 16:46:52.518]  168	 739	 188	  788536	-6.00	-27.00	2	 33	0.60	0.10	160
[2020-07-05 16:46:52.528]  157	 660	 201	  788556	-13.20	-36.00	2	 49	0.60	0.10	160
[2020-07-05 16:46:52.545]  146	 590	 214	  788576	-20.40	-36.00	2	 56	0.60	0.10	160
[2020-07-05 16:46:52.573]  150	 539	 246	  788606	-28.80	-28.00	2	 56	0.60	0.10	160
[2020-07-05 16:46:52.595]  150	 508	 300	  788626	-45.00	-81.00	2	100	0.60	0.10	160
[2020-07-05 16:46:52.666]  154	 479	 300	  788656	-43.80	 4.00	2	 39	0.60	0.10	160
[2020-07-05 16:46:52.718]  165	 442	 300	  788676	-40.80	15.00	2	 25	0.60	0.10	160
[2020-07-05 16:46:52.734]  176	 417	 300	  788696	-37.20	18.00	2	 19	0.60	0.10	160
[2020-07-05 16:46:52.739]  190	 388	 300	  788726	-33.00	14.00	2	 18	0.60	0.10	160
[2020-07-05 16:46:52.746]  204	 359	 300	  788746	-28.80	21.00	2	  7	0.60	0.10	160
[2020-07-05 16:46:52.750]  218	 345	 300	  788766	-24.60	21.00	2	  3	0.60	0.10	160
[2020-07-05 16:46:52.764]  227	 326	 300	  788796	-22.20	 8.00	2	 14	0.60	0.10	160
[2020-07-05 16:46:52.783]  224	 310	 300	  788816	-22.80	-3.00	2	 25	0.60	0.10	160
[2020-07-05 16:46:52.803]  216	 299	 300	  788836	-25.20	-12.00	2	 37	0.60	0.10	160
[2020-07-05 16:46:52.832]  206	 280	 300	  788866	-28.20	-10.00	2	 38	0.60	0.10	160
[2020-07-05 16:46:52.853]  195	 261	 300	  788886	-31.80	-18.00	2	 49	0.60	0.10	160
[2020-07-05 16:46:52.876]  185	 241	 300	  788916	-34.80	-10.00	2	 44	0.60	0.10	160
[2020-07-05 16:46:52.904]  172	 224	 300	  788936	-38.40	-18.00	2	 56	0.60	0.10	160
[2020-07-05 16:46:52.932]  155	 208	 300	  788956	-43.80	-27.00	2	 70	0.60	0.10	160
[2020-07-05 16:46:52.962]  139	 195	 300	  788986	-48.60	-16.00	2	 64	0.60	0.10	160
[2020-07-05 16:46:52.982]  121	 185	 300	  789006	-54.00	-27.00	2	 81	0.60	0.10	160
[2020-07-05 16:46:53.004]  105	 172	 300	  789026	-58.80	-24.00	2	 82	0.60	0.10	160
[2020-07-05 16:46:53.023]   92	 164	 300	  789047	-62.40	-17.14	2	 79	0.60	0.10	160
[2020-07-05 16:46:53.054]   85	 155	 300	  789076	-64.80	-8.28	2	 73	0.60	0.10	160
[2020-07-05 16:46:53.098]   75	 152	 300	  789096	-67.80	-15.00	2	 82	0.60	0.10	160
[2020-07-05 16:46:53.104]   70	 135	 300	  789116	-69.00	-6.00	2	 74	0.60	0.10	160
[2020-07-05 16:46:53.112]   70	 130	 300	  789146	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:53.128]   70	 135	 300	  789166	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:53.163]   70	 127	 300	  789196	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:53.199]   70	 127	 300	  789216	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:53.220]   70	 126	 300	  789236	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:53.239]   70	 132	 300	  789266	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:53.246]   70	 125	 300	  789286	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:53.300]   70	 131	 300	  789306	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:53.305]   70	 142	 300	  789336	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:53.327]   70	 159	 300	  789356	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:53.345]   70	 160	 300	  789376	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:53.384]   70	 190	 300	  789406	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:53.459]   70	 214	 300	  789426	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:53.472]   70	 240	 300	  789446	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:53.515]   70	 274	 300	  789476	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:53.529]   71	 290	 300	  789496	-69.00	 0.00	2	 69	0.60	0.10	160
[2020-07-05 16:46:53.537]   72	 350	 298	  789516	-67.80	 6.00	2	 61	0.60	0.10	160
[2020-07-05 16:46:53.550]   92	 422	 286	  789546	-58.20	32.00	2	 26	0.60	0.10	160
[2020-07-05 16:46:53.560]  122	 482	 273	  789566	-45.60	63.00	0	 17	0.60	0.10	160
[2020-07-05 16:46:53.565]  122	 499	 256	  789586	-40.20	27.00	2	 13	0.60	0.10	160
[2020-07-05 16:46:53.584]  141	 426	 255	  789616	-34.20	20.00	2	 14	0.60	0.10	160
[2020-07-05 16:46:53.602]  165	 207	 249	  789636	-25.20	45.00	0	 19	0.60	0.10	160
[2020-07-05 16:46:53.633]  184	 141	 252	  789657	-20.40	22.86	0	  2	0.60	0.10	160
[2020-07-05 16:46:53.759]  195	  88	 245	  789786	-15.00	 4.19	0	 10	0.60	0.10	160
[2020-07-05 16:46:53.773]  211	 108	 168	  789806	12.60	138.00	0	100	0.60	0.10	160
[2020-07-05 16:46:53.800]  205	 121	 156	  789826	14.40	 9.00	0	 23	0.60	0.10	160
[2020-07-05 16:46:53.840]  204	 144	 157	  789856	13.80	-2.00	0	 11	0.60	0.10	160
[2020-07-05 16:46:53.845]  202	 165	 154	  789876	14.40	 3.00	0	 17	0.60	0.10	160
[2020-07-05 16:46:53.873]  200	 190	 152	  789906	14.40	 0.00	0	 14	0.60	0.10	160
[2020-07-05 16:46:53.894]  195	 225	 149	  789926	13.80	-3.00	0	 10	0.60	0.10	160
[2020-07-05 16:46:53.922]  193	 251	 150	  789946	12.60	-6.00	0	  6	0.60	0.10	160
[2020-07-05 16:46:53.952]  195	 264	 150	  789976	13.20	 2.00	0	 15	0.60	0.10	160
[2020-07-05 16:46:53.982]  191	 306	 146	  789996	13.20	 0.00	0	 13	0.60	0.10	160
[2020-07-05 16:46:53.987]  188	 318	 146	  790016	12.60	-3.00	0	  9	0.60	0.10	160
[2020-07-05 16:46:54.002]  185	 343	 150	  790038	10.20	-10.91	1	  0	0.60	0.10	160
[2020-07-05 16:46:54.036]  184	 373	 148	  790067	10.80	 2.07	0	 12	0.60	0.10	160
[2020-07-05 16:46:54.055]  185	 398	 151	  790087	10.20	-3.00	0	  7	0.60	0.10	160
[2020-07-05 16:46:54.081]  186	 410	 158	  790108	 8.40	-8.57	1	  0	0.60	0.10	160
[2020-07-05 16:46:54.108]  190	 403	 161	  790137	 8.40	 0.00	0	  8	0.60	0.10	160
[2020-07-05 16:46:54.132]  187	 397	 165	  790157	 6.60	-9.00	2	  2	0.60	0.10	160
[2020-07-05 16:46:54.184]  187	 427	 168	  790177	 5.40	-6.00	1	  0	0.60	0.10	160
[2020-07-05 16:46:54.210]  188	 412	 176	  790207	 3.60	-6.00	2	  2	0.60	0.10	160
[2020-07-05 16:46:54.223]  179	 408	 182	  790227	-1.20	-24.00	2	 25	0.60	0.10	160
[2020-07-05 16:46:54.238]  173	 411	 191	  790257	-5.40	-14.00	2	 19	0.60	0.10	160
[2020-07-05 16:46:54.253]  166	 390	 198	  790277	-9.60	-21.00	2	 30	0.60	0.10	160
[2020-07-05 16:46:54.271]  152	 386	 213	  790297	-18.60	-45.00	2	 63	0.60	0.10	160
[2020-07-05 16:46:54.302]  148	 370	 220	  790327	-21.60	-10.00	2	 31	0.60	0.10	160
[2020-07-05 16:46:54.323]  147	 369	 225	  790347	-23.40	-9.00	2	 32	0.60	0.10	160
[2020-07-05 16:46:54.340]  139	 356	 225	  790367	-25.80	-12.00	2	 37	0.60	0.10	160
[2020-07-05 16:46:54.365]  138	 366	 225	  790397	-26.40	-2.00	2	 28	0.60	0.10	160
[2020-07-05 16:46:54.384]  134	 359	 227	  790417	-28.20	-9.00	2	 37	0.60	0.10	160
[2020-07-05 16:46:54.407]  136	 367	 226	  790437	-27.00	 6.00	2	 21	0.60	0.10	160
[2020-07-05 16:46:54.434]  137	 384	 221	  790467	-25.20	 6.00	2	 19	0.60	0.10	160
[2020-07-05 16:46:54.454]  145	 415	 211	  790487	-19.80	27.00	0	  7	0.60	0.10	160
[2020-07-05 16:46:54.478]  145	 435	 205	  790507	-18.00	 9.00	2	  8	0.60	0.10	160
[2020-07-05 16:46:54.508]  148	 439	 195	  790537	-14.40	12.00	2	  2	0.60	0.10	160
[2020-07-05 16:46:54.573]  153	 460	 194	  790557	-12.60	 9.00	2	  3	0.60	0.10	160
[2020-07-05 16:46:54.611]  158	 464	 191	  790577	-10.20	12.00	0	  1	0.60	0.10	160
[2020-07-05 16:46:54.628]  164	 480	 188	  790607	-7.20	10.00	0	  2	0.60	0.10	160
[2020-07-05 16:46:54.634]  164	 485	 189	  790627	-7.80	-3.00	2	 10	0.60	0.10	160
[2020-07-05 16:46:54.644]  166	 476	 191	  790647	-7.80	 0.00	2	  7	0.60	0.10	160
